1305,ASP
1306,AST
1307,BD
1308,BIV
1309,BLA
1310,Bood
1311,CAN
1312,CAT
1313,CAU
1314,CB
1315,CMOR
1316,COE
1317,COS
1318,CTE
1319,CYC
1320,CYN
1321,CYP
1322,DEN
1323,DIP
1324,EAM_RB
1325,ECHP
1326,ECHY
1327,EUP
1328,FAI
1329,FISH_G
1330,FUN
1331,GAR
1332,GC
1333,GLX
1334,GOP
1335,GOT
1336,GR
1337,HAL
1338,HC_Blch
1339,HC_bra
1340,HC_col
1341,HC_mas
1342,HCY
1343,HDR
1344,HER
1345,HLP
1346,HTP
1347,HYD
1348,ISO
1349,LOB
1350,LTA
1351,LTO
1352,LTS
1353,MAD
1354,MGCB
1355,MI
1356,MINV
1357,MOSN
1358,MPR
1359,MTA
1360,MTI
1361,MYC
1362,OCY
1363,OUL
1364,PAC
1365,PAV
1366,PHM
1367,PHS
1368,PLA
1369,PLG
1370,PLS
1371,POC
1372,POD
1373,POL
1374,POR_BRA
1375,POR_MAS
1376,POR_RUS
1377,PSA
1378,PSE
1379,RKC
1380,SAN
1381,SCBOU
1382,SCO
1383,SG
1384,SINV
1385,SP_ENC
1386,SP_ERC
1387,STC
1388,STP
1389,TRA
1390,Trash_HUM
1391,Trash_NAT
1392,TUB
1393,TUR
1394,TW
1395,UHC
1396,ZA
1397,BRA_VER_Po
1398,FCC
1399,FDC
1400,GRAV
1401,Monti_br
1402,MontLam
1403,AP
1404,C_dead
1405,S_massive
1406,Tunicate
1407,B_PocDam
1408,TA on Dead
1409,Acr_BR
1410,Acr_TA
1411,Agaric_EN
1412,Agaric_FO
1413,Agaric_MA
1414,AlvGon_CO
1415,AlvGon_EN
1416,Bare Rock
1417,Bare Rub
1418,Blk_Coral
1419,Brain_EN
1420,Brain_MA
1421,CCA_DHC
1422,CCA_H
1423,CCA_Rub
1424,Dead Clam
1425,Dead HC
1426,Debris
1427,EchDipE_EN
1428,EchDipE_MA
1429,Echinop_BR
1430,EMA
1431,fFav_EN
1432,fFav_MA
1433,GAP_SFM
1434,GiCl
1435,GiCl Ti
1436,HC_BR
1437,HC_CO
1438,HC_EN
1439,HC_FO
1440,HC_FREE
1441,HC_MA
1442,HC_SOL
1443,HC_UNK
1444,Hydrocoral
1445,MA_Brn
1446,MA_Grn
1447,MA_LRP
1448,MA_Red
1449,MA_Up
1450,Mbl Fauna
1451,Monti_BR
1452,Monti_EN
1453,Monti_FO
1454,Monti_MA
1455,NoDa
1456,Phaceloid
1457,Plerog
1458,Por_BR
1459,Por_CO
1460,Por_EN
1461,Por_FO
1462,Por_MA
1463,Rhodo
1464,Sea Star
1465,Sed Fine
1466,Soft Coral
1467,Sponge_EN
1468,Sponge_MB
1469,TRF_DHC
1470,TRF_Rock
1471,TRF_Rub
1472,TRF_Sed
1473,TRF_Thick
1474,Turbinaria
1475,Tydem
1476,Uncl SI
1477,Urch_LSP
1478,ACA
1479,C_A
1480,CFOL_A
1481,CMACRO_A
1482,CMOR
1483,EO
1484,ESS
1485,FOL_A
1486,LMACRO_A
1487,MOB-INV
1488,NonAcBr
1489,NonAcEnc
1490,NonAcF
1491,NonAcM
1492,POCI
1493,ABI
1494,aca
1495,acb
1496,acd
1497,ace
1498,ACOR
1499,acr
1500,acs
1501,act
1502,aga
1503,AHAL
1504,ALG
1505,ALG Assemb
1506,ALG_NI
1507,ALOT
1508,alv
1509,AMAC
1510,Anem
1511,ano
1512,ant
1513,Ascd
1514,ast
1515,atr
1516,ATRF
1517,bla
1518,BS
1519,cau
1520,cb
1521,cc
1522,cd
1523,ce
1524,ces
1525,cf
1526,cla
1527,cm
1528,Cmorph
1529,coe
1530,cos
1531,cs
1532,ct
1533,cte
1534,ctu
1535,cyc
1536,cyn
1537,cyp
1538,DC
1539,den
1540,dia
1541,dip
1542,dps
1543,eph
1544,epo
1545,Eryth
1546,eup
1547,fts
1548,fun
1549,gal
1550,gar
1551,gon
1552,gop
1553,Gorg
1554,gyr
1555,hal
1556,HC
1557,hel
1558,her
1559,hor
1560,hyd
1561,Hydr
1562,INV
1563,iso
1564,Lbp
1565,leo
1566,lep
1567,les
1568,lob
1569,loc
1570,mad
1571,mer
1572,mic
1573,MICR
1574,mil
1575,Moll
1576,mon
1577,mtp
1578,mush
1579,myc
1580,nep
1581,OBS
1582,OT
1583,oul
1584,ous
1585,oxy
1586,paa
1587,pac
1588,par
1589,pav
1590,pec
1591,phy
1592,pla
1593,plg
1594,pls
1595,poc
1596,pod
1597,pol
1598,por
1599,porB
1600,porM
1601,psa
1602,pse
1603,RCK
1604,RUB
1605,san
1606,Sar
1607,scarp
1608,scbra
1609,scenc
1610,scfan
1611,sco
1612,SCoth
1613,ser
1614,SGR
1615,sid
1616,SIL
1617,Sin
1618,SND
1619,Spog
1620,stc
1621,ste
1622,sty
1623,sym
1624,tra
1625,tub
1626,tup
1627,tur
1628,TWS
1629,UNID
1630,xen
1631,Zooa
1632,Acr_Iso
1633,Alve
1634,ANEM
1635,Blpocill
1636,BRA_SMO_Po
1637,*CMOR
1638,ENHr
1639,Lobphy
1640,MAAC
1641,MontLamR
1642,Pcyl
1643,Ples
1644,Por_mas
1645,POR-PLA
1646,Rum
1647,SEL
1648,SES
1649,SH
1650,Sinla
1651,TrfOnSnd
1652,AGARICIIDA
1653,Echinophyl
1654,Ouloph
1655,Plesiastr
1656,PPIN
1657,PSPR
1658,DeAcnSp
1659,lyn_maj
1660,Poc-D
1661,RCTA
1662,SDSU
1663,SndyTrf
1664,ThnSedRck
1665,Ti-st
1666,Wht
